canonical,aliases,meaning,partOfSpeech,domain,level,example,sourceTag,reviewStatus
capsule,,capsule,noun,daily-object,chat,capsule asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
syrup,,syrup,noun,daily-object,chat,syrup asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
injection,,injection,noun,daily-object,chat,injection asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
cold,,cold,noun,daily-object,chat,cold asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
headache,,headache,noun,daily-object,chat,headache asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
stomach-pain,,stomach pain,noun,daily-object,chat,stomach-pain asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
back-pain,,back pain,noun,daily-object,chat,back-pain asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
knee-pain,,knee pain,noun,daily-object,chat,knee-pain asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
blood,,blood,noun,daily-object,chat,blood asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
pressure,,pressure,noun,daily-object,chat,pressure asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
diabetes,,diabetes,noun,daily-object,chat,diabetes asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
wound,,wound,noun,daily-object,chat,wound asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
bandage,,bandage,noun,daily-object,chat,bandage asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
pharmacy,,pharmacy,noun,daily-object,chat,pharmacy asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ambulance,,ambulance,noun,daily-object,chat,ambulance asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
emergency,,emergency,noun,daily-object,chat,emergency asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
scan,,scan,noun,daily-object,chat,scan asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
xray,,xray,noun,daily-object,chat,xray asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ultrasound,,ultrasound,noun,daily-object,chat,ultrasound asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
prescription,,prescription,noun,daily-object,chat,prescription asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
health,,health,noun,daily-object,chat,health asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
exercise,,exercise,noun,daily-object,chat,exercise asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
walking,,walking,noun,daily-object,chat,walking asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
sleep,,sleep,noun,daily-object,chat,sleep asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
water,,water,noun,daily-object,chat,water asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
bottle,,bottle,noun,daily-object,chat,bottle asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
cup,,cup,noun,daily-object,chat,cup asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
plate,,plate,noun,daily-object,chat,plate asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
spoon,,spoon,noun,daily-object,chat,spoon asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
kitchen,,kitchen,noun,daily-object,chat,kitchen asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
gas,,gas,noun,daily-object,chat,gas asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
stove,,stove,noun,daily-object,chat,stove asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
fridge,,fridge,noun,daily-object,chat,fridge asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
room,,room,noun,daily-object,chat,room asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
bathroom,,bathroom,noun,daily-object,chat,bathroom asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
toilet,,toilet,noun,daily-object,chat,toilet asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
key,,key,noun,daily-object,chat,key asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
lock,,lock,noun,daily-object,chat,lock asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
bag,,bag,noun,daily-object,chat,bag asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
umbrella,,umbrella,noun,daily-object,chat,umbrella asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
shoe,,shoe,noun,daily-object,chat,shoe asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
sandal,,sandal,noun,daily-object,chat,sandal asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
cloth,,cloth,noun,daily-object,chat,cloth asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
shirt,,shirt,noun,daily-object,chat,shirt asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
pant,,pant,noun,daily-object,chat,pant asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
dress,,dress,noun,daily-object,chat,dress asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
towel,,towel,noun,daily-object,chat,towel asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
soap,,soap,noun,daily-object,chat,soap asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
shampoo,,shampoo,noun,daily-object,chat,shampoo asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
toothpaste,,toothpaste,noun,daily-object,chat,toothpaste asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
brush,,brush,noun,daily-object,chat,brush asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eat,,eat,verb,daily-action,chat,eat asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
drink,,drink,verb,daily-action,chat,drink asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
go,,go,verb,daily-action,chat,go asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
come,,come,verb,daily-action,chat,come asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
wake,,wake,verb,daily-action,chat,wake asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
start,,start,verb,daily-action,chat,start asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
speak,,speak,verb,daily-action,chat,speak asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
say,,say,verb,daily-action,chat,say asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
tell,,tell,verb,daily-action,chat,tell asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ask,,ask,verb,daily-action,chat,ask asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
look,,look,verb,daily-action,chat,look asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
see,,see,verb,daily-action,chat,see asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
read,,read,verb,daily-action,chat,read asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
write,,write,verb,daily-action,chat,write asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
learn,,learn,verb,daily-action,chat,learn asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
teach,,teach,verb,daily-action,chat,teach asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
keep,,keep,verb,daily-action,chat,keep asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
take,,take,verb,daily-action,chat,take asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
give,,give,verb,daily-action,chat,give asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
bring,,bring,verb,daily-action,chat,bring asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
buy,,buy,verb,daily-action,chat,buy asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
sell,,sell,verb,daily-action,chat,sell asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
pay,,pay,verb,daily-action,chat,pay asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
watch,,watch,verb,daily-action,chat,watch asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
listen,,listen,verb,daily-action,chat,listen asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
hear,,hear,verb,daily-action,chat,hear asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
wait,,wait,verb,daily-action,chat,wait asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
meet,,meet,verb,daily-action,chat,meet asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
help,,help,verb,daily-action,chat,help asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
play,,play,verb,daily-action,chat,play asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
cook,,cook,verb,daily-action,chat,cook asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
clean,,clean,verb,daily-action,chat,clean asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
wash,,wash,verb,daily-action,chat,wash asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
sit,,sit,verb,daily-action,chat,sit asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
stand,,stand,verb,daily-action,chat,stand asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
walk,,walk,verb,daily-action,chat,walk asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
run,,run,adjective,daily-action,chat,run asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
drive,,drive,adjective,daily-action,chat,drive asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ride,,ride,adjective,daily-action,chat,ride asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
stop,,stop,adjective,daily-action,chat,stop asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
begin,,begin,adjective,daily-action,chat,begin asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
finish,,finish,adjective,daily-action,chat,finish asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
remember,,remember,adjective,daily-action,chat,remember asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
forget,,forget,adjective,daily-action,chat,forget asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
know,,know,adjective,daily-action,chat,know asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
understand,,understand,adjective,daily-action,chat,understand asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
think,,think,adjective,daily-action,chat,think asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
want,,want,adjective,daily-action,chat,want asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
need,,need,adjective,daily-action,chat,need asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
love,,love,adjective,daily-action,chat,love asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
dislike,,dislike,adjective,daily-action,chat,dislike asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
angry,,angry,adjective,daily-action,chat,angry asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
happy,,happy,adjective,daily-action,chat,happy asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
sad,,sad,adjective,daily-action,chat,sad asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
tired,,tired,adjective,daily-action,chat,tired asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
sick,,sick,adjective,daily-action,chat,sick asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
hungry,,hungry,adjective,daily-action,chat,hungry asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
thirsty,,thirsty,adjective,daily-action,chat,thirsty asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
full,,full,adjective,daily-action,chat,full asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ready,,ready,adjective,daily-action,chat,ready asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
possible,,possible,adjective,daily-action,chat,possible asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
impossible,,impossible,adjective,daily-action,chat,impossible asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
correct,,correct,adjective,daily-action,chat,correct asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
wrong,,wrong,adjective,daily-action,chat,wrong asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
true,,true,adjective,daily-action,chat,true asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
false,,false,adjective,daily-action,chat,false asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
big,,big,adjective,daily-action,chat,big asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
small,,small,adjective,daily-action,chat,small asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
long,,long,adjective,daily-action,chat,long asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
short,,short,adjective,daily-action,chat,short asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
high,,high,adjective,daily-action,chat,high asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
low,,low,adjective,daily-action,chat,low asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
hot,,hot,adjective,daily-action,chat,hot asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
warm,,warm,adjective,daily-action,chat,warm asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
cool,,cool,adjective,daily-action,chat,cool asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
new,,new,adjective,daily-action,chat,new asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
old,,old,adjective,daily-action,chat,old asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
fast,,fast,adjective,daily-action,chat,fast asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
slow,,slow,adjective,daily-action,chat,slow asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
difficult,,difficult,adjective,daily-action,chat,difficult asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
dirty,,dirty,adjective,daily-action,chat,dirty asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
safe,,safe,adjective,daily-action,chat,safe asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
danger,,danger,adjective,daily-action,chat,danger asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
global,,global,adjective,daily-action,chat,global asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
normal,,normal,adjective,daily-action,chat,normal asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
smart,,smart,adjective,daily-action,chat,smart asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
useful,,useful,adjective,daily-action,chat,useful asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
important,,important,adjective,daily-action,chat,important asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
serious,,serious,adjective,daily-action,chat,serious asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
heavy,,heavy,adjective,daily-action,chat,heavy asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
beautiful,,beautiful,adjective,daily-action,chat,beautiful asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ugly,,ugly,adjective,daily-action,chat,ugly asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
free,,free,adjective,daily-action,chat,free asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
paid,,paid,adjective,daily-action,chat,paid asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
available,,available,adjective,daily-action,chat,available asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
missing,,missing,adjective,daily-action,chat,missing asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
reviewed,,reviewed,adjective,daily-action,chat,reviewed asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
chatkhre,,already chated,verb_form,verb-form,chat,chatkhre asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
chatgadaba,,should chat,verb_form,verb-form,chat,chatgadaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
chatdaba,,not chating,verb_form,verb-form,chat,chatdaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
chatbirakpa,,chat for someone,verb_form,verb-form,chat,chatbirakpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
chathanba,,cause to chat,verb_form,verb-form,chat,chathanba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
lakkhre,,already laked,verb_form,verb-form,chat,lakkhre asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
lakgadaba,,should lak,verb_form,verb-form,chat,lakgadaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
lakdaba,,not laking,verb_form,verb-form,chat,lakdaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
lakbirakpa,,lak for someone,verb_form,verb-form,chat,lakbirakpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
lakhanba,,cause to lak,verb_form,verb-form,chat,lakhanba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
toulingeida,,while touing,verb_form,verb-form,chat,toulingeida asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
toukhre,,already toued,verb_form,verb-form,chat,toukhre asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
tougadaba,,should tou,verb_form,verb-form,chat,tougadaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
toudaba,,not touing,verb_form,verb-form,chat,toudaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
touminnaba,,tou together,verb_form,verb-form,chat,touminnaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
toubirakpa,,tou for someone,verb_form,verb-form,chat,toubirakpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
touhanba,,cause to tou,verb_form,verb-form,chat,touhanba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
leipa,,to lei / action form,verb_form,verb-form,chat,leipa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
leilingeida,,while leiing,verb_form,verb-form,chat,leilingeida asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
leikhre,,already leied,verb_form,verb-form,chat,leikhre asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
leigadaba,,should lei,verb_form,verb-form,chat,leigadaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
leidaba,,not leiing,verb_form,verb-form,chat,leidaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
leiminnaba,,lei together,verb_form,verb-form,chat,leiminnaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
leibirakpa,,lei for someone,verb_form,verb-form,chat,leibirakpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
leihanba,,cause to lei,verb_form,verb-form,chat,leihanba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
phamba,,to pham / infinitive,verb_form,verb-form,chat,phamba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
phampa,,to pham / action form,verb_form,verb-form,chat,phampa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
phamli,,is phaming,verb_form,verb-form,chat,phamli asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
phamlingeida,,while phaming,verb_form,verb-form,chat,phamlingeida asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
phamkhre,,already phamed,verb_form,verb-form,chat,phamkhre asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
phamgani,,will pham,verb_form,verb-form,chat,phamgani asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
phamgadaba,,should pham,verb_form,verb-form,chat,phamgadaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
phamdaba,,not phaming,verb_form,verb-form,chat,phamdaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
phamde,,does not pham,verb_form,verb-form,chat,phamde asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
phamro,,please pham,verb_form,verb-form,chat,phamro asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
phamu,,please pham,verb_form,verb-form,chat,phamu asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
phamminnaba,,pham together,verb_form,verb-form,chat,phamminnaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
phambirakpa,,pham for someone,verb_form,verb-form,chat,phambirakpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
phamhanba,,cause to pham,verb_form,verb-form,chat,phamhanba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
phamnaba,,for phaming,verb_form,verb-form,chat,phamnaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
yenba,,to yen / infinitive,verb_form,verb-form,chat,yenba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
yenpa,,to yen / action form,verb_form,verb-form,chat,yenpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
yenli,,is yening,verb_form,verb-form,chat,yenli asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
yenliba,,currently yening,verb_form,verb-form,chat,yenliba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
yenlingeida,,while yening,verb_form,verb-form,chat,yenlingeida asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
yenkhre,,already yened,verb_form,verb-form,chat,yenkhre asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
yengani,,will yen,verb_form,verb-form,chat,yengani asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
yengadaba,,should yen,verb_form,verb-form,chat,yengadaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
yendaba,,not yening,verb_form,verb-form,chat,yendaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
yende,,does not yen,verb_form,verb-form,chat,yende asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
yenro,,please yen,verb_form,verb-form,chat,yenro asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
yenu,,please yen,verb_form,verb-form,chat,yenu asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
yenminnaba,,yen together,verb_form,verb-form,chat,yenminnaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
yenbirakpa,,yen for someone,verb_form,verb-form,chat,yenbirakpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
yenhanba,,cause to yen,verb_form,verb-form,chat,yenhanba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
yennaba,,for yening,verb_form,verb-form,chat,yennaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
papa,,to pa / action form,verb_form,verb-form,chat,papa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
paliba,,currently paing,verb_form,verb-form,chat,paliba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
palingeida,,while paing,verb_form,verb-form,chat,palingeida asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
pakhre,,already paed,verb_form,verb-form,chat,pakhre asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
pagadaba,,should pa,verb_form,verb-form,chat,pagadaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
padaba,,not paing,verb_form,verb-form,chat,padaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
paro,,please pa,verb_form,verb-form,chat,paro asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
paminnaba,,pa together,verb_form,verb-form,chat,paminnaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
pabirakpa,,pa for someone,verb_form,verb-form,chat,pabirakpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
pahanba,,cause to pa,verb_form,verb-form,chat,pahanba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eba,,to e / infinitive,verb_form,verb-form,chat,eba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
epa,,to e / action form,verb_form,verb-form,chat,epa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eli,,is eing,verb_form,verb-form,chat,eli asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eliba,,currently eing,verb_form,verb-form,chat,eliba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
elingeida,,while eing,verb_form,verb-form,chat,elingeida asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ekhre,,already eed,verb_form,verb-form,chat,ekhre asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
egani,,will e,verb_form,verb-form,chat,egani asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
egadaba,,should e,verb_form,verb-form,chat,egadaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
edaba,,not eing,verb_form,verb-form,chat,edaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ede,,does not e,verb_form,verb-form,chat,ede asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ero,,please e,verb_form,verb-form,chat,ero asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eu,,please e,verb_form,verb-form,chat,eu asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
eminnaba,,e together,verb_form,verb-form,chat,eminnaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ebirakpa,,e for someone,verb_form,verb-form,chat,ebirakpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
ehanba,,cause to e,verb_form,verb-form,chat,ehanba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
enaba,,for eing,verb_form,verb-form,chat,enaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
tampa,,to tam / action form,verb_form,verb-form,chat,tampa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
tamlingeida,,while taming,verb_form,verb-form,chat,tamlingeida asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
tamkhre,,already tamed,verb_form,verb-form,chat,tamkhre asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
tamgadaba,,should tam,verb_form,verb-form,chat,tamgadaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
tamdaba,,not taming,verb_form,verb-form,chat,tamdaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
tamminnaba,,tam together,verb_form,verb-form,chat,tamminnaba asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
tambirakpa,,tam for someone,verb_form,verb-form,chat,tambirakpa asi MayekAma database-da review candidate ni.,build13-researched-chat-growth,needs_review
