canonical,aliases,meaning,partOfSpeech,domain,level,example,sourceTag,reviewStatus
admin,,admin,noun,governance,chat,,build11-chat-article-growth,needs_review
editor,,editor,noun,writing,chat,,build11-chat-article-growth,needs_review
reviewer,,reviewer,noun,governance,chat,,build11-chat-article-growth,needs_review
founder,,founder,noun,governance,chat,,build11-chat-article-growth,needs_review
hakchang,,body,noun,health,chat,,build11-chat-article-growth,needs_review
kok,,head,noun,body,chat,,build11-chat-article-growth,needs_review
mit,,eye,noun,body,chat,,build11-chat-article-growth,needs_review
nakong,,neck,noun,body,chat,,build11-chat-article-growth,needs_review
khut,,hand,noun,body,chat,,build11-chat-article-growth,needs_review
khong,,foot,noun,body,chat,,build11-chat-article-growth,needs_review
nak,,ear,noun,body,chat,,build11-chat-article-growth,needs_review
chin,,mouth,noun,body,chat,,build11-chat-article-growth,needs_review
napan,,nose,noun,body,chat,,build11-chat-article-growth,needs_review
nung,,heart / inside,noun,body,chat,,build11-chat-article-growth,needs_review
thawai,,life / soul,noun,concept,chat,,build11-chat-article-growth,needs_review
ming,,name,noun,identity,chat,,build11-chat-article-growth,needs_review
machu,,colour,noun,noun,chat,,build11-chat-article-growth,needs_review
ishing,,water,noun,food,chat,,build11-chat-article-growth,needs_review
chak,,rice / food,noun,food,chat,,build11-chat-article-growth,needs_review
thambal,,lotus,noun,nature,chat,,build11-chat-article-growth,needs_review
upaal,,tree,noun,nature,chat,,build11-chat-article-growth,needs_review
lei,,flower,noun,nature,chat,,build11-chat-article-growth,needs_review
malem,,earth / world,noun,nature,chat,,build11-chat-article-growth,needs_review
atiya,,sky,noun,nature,chat,,build11-chat-article-growth,needs_review
nong,,rain,noun,nature,chat,,build11-chat-article-growth,needs_review
nongsit,,wind,noun,nature,chat,,build11-chat-article-growth,needs_review
mei,,fire,noun,nature,chat,,build11-chat-article-growth,needs_review
ngari,,fermented fish,noun,food,chat,,build11-chat-article-growth,needs_review
eromba,,eromba dish,noun,food,chat,,build11-chat-article-growth,needs_review
singju,,singju salad,noun,food,chat,,build11-chat-article-growth,needs_review
kangsoi,,kangsoi dish,noun,food,chat,,build11-chat-article-growth,needs_review
champhut,,boiled food,noun,food,chat,,build11-chat-article-growth,needs_review
uti,,uti dish,noun,food,chat,,build11-chat-article-growth,needs_review
morok,,chilli,noun,food,chat,,build11-chat-article-growth,needs_review
thum,,salt,noun,food,chat,,build11-chat-article-growth,needs_review
chini,,sugar,noun,food,chat,,build11-chat-article-growth,needs_review
cha,,tea,noun,food,chat,,build11-chat-article-growth,needs_review
dudh,,milk,noun,food,chat,,build11-chat-article-growth,needs_review
fruit,,fruit,noun,food,chat,,build11-chat-article-growth,needs_review
heikru,,gooseberry / fruit,noun,food,chat,,build11-chat-article-growth,needs_review
kihom,,pineapple,noun,food,chat,,build11-chat-article-growth,needs_review
kabok,,puffed rice snack,noun,food,chat,,build11-chat-article-growth,needs_review
lairik,,book,noun,writing,chat,,build11-chat-article-growth,needs_review
wareng,,essay / article,noun,writing,chat,,build11-chat-article-growth,needs_review
seireng,,poem,noun,writing,chat,,build11-chat-article-growth,needs_review
wari,,story / discussion,noun,writing,chat,,build11-chat-article-growth,needs_review
chapter,,chapter,noun,writing,chat,,build11-chat-article-growth,needs_review
paragraph,,paragraph,noun,writing,chat,,build11-chat-article-growth,needs_review
sentence,,sentence,noun,writing,chat,,build11-chat-article-growth,needs_review
word,,word,noun,writing,chat,,build11-chat-article-growth,needs_review
meaning,,meaning,noun,writing,chat,,build11-chat-article-growth,needs_review
spelling,,spelling,noun,writing,chat,,build11-chat-article-growth,needs_review
standard,,standard,noun,writing,chat,,build11-chat-article-growth,needs_review
dictionary,,dictionary,noun,writing,chat,,build11-chat-article-growth,needs_review
keyboard,,keyboard,noun,technology,chat,,build11-chat-article-growth,needs_review
phone,,phone,noun,technology,chat,,build11-chat-article-growth,needs_review
computer,,computer,noun,technology,chat,,build11-chat-article-growth,needs_review
internet,,internet,noun,technology,chat,,build11-chat-article-growth,needs_review
website,,website,noun,technology,chat,,build11-chat-article-growth,needs_review
database,,database,noun,technology,chat,,build11-chat-article-growth,needs_review
download,,download,noun,technology,chat,,build11-chat-article-growth,needs_review
install,,install,noun,technology,chat,,build11-chat-article-growth,needs_review
update,,update,noun,technology,chat,,build11-chat-article-growth,needs_review
privacy,,privacy,noun,technology,chat,,build11-chat-article-growth,needs_review
password,,password,noun,technology,chat,,build11-chat-article-growth,needs_review
message,,message,noun,chat,chat,,build11-chat-article-growth,needs_review
photo,,photo,noun,chat,chat,,build11-chat-article-growth,needs_review
video,,video,noun,chat,chat,,build11-chat-article-growth,needs_review
audio,,audio,noun,chat,chat,,build11-chat-article-growth,needs_review
call,,call,noun,chat,chat,,build11-chat-article-growth,needs_review
group,,group,noun,chat,chat,,build11-chat-article-growth,needs_review
status,,status,noun,chat,chat,,build11-chat-article-growth,needs_review
afaba,,good,adjective,description,chat,,build11-chat-article-growth,needs_review
phajaba,,beautiful / nice,adjective,description,chat,,build11-chat-article-growth,needs_review
fajaba,,good / nice variant,adjective,description,chat,,build11-chat-article-growth,needs_review
chaoba,,big,adjective,description,chat,,build11-chat-article-growth,needs_review
pikpa,,small,adjective,description,chat,,build11-chat-article-growth,needs_review
anouba,,new,adjective,description,chat,,build11-chat-article-growth,needs_review
ariba,,old,adjective,description,chat,,build11-chat-article-growth,needs_review
chenba,,fast,adjective,description,chat,,build11-chat-article-growth,needs_review
ningthina,,clearly / carefully,adjective,description,chat,,build11-chat-article-growth,needs_review
achumba,,correct / true,adjective,description,chat,,build11-chat-article-growth,needs_review
aranba,,wrong,adjective,description,chat,,build11-chat-article-growth,needs_review
lupa,,expensive,adjective,description,chat,,build11-chat-article-growth,needs_review
yathang,,order / instruction,adjective,description,chat,,build11-chat-article-growth,needs_review
soina,,surely,adjective,description,chat,,build11-chat-article-growth,needs_review
mayek sengba,,clear writing,adjective,description,chat,,build11-chat-article-growth,needs_review
saruk yakhre,,participated,adjective,description,chat,,build11-chat-article-growth,needs_review
kanba,,useful,adjective,description,chat,,build11-chat-article-growth,needs_review
yamna kanba,,very useful,adjective,description,chat,,build11-chat-article-growth,needs_review
light,,light,adjective,description,chat,,build11-chat-article-growth,needs_review
dark,,dark,adjective,description,chat,,build11-chat-article-growth,needs_review
simple,,simple,adjective,description,chat,,build11-chat-article-growth,needs_review
easy,,easy,adjective,description,chat,,build11-chat-article-growth,needs_review
hard,,hard,adjective,description,chat,,build11-chat-article-growth,needs_review
ama,,one,number,number,chat,,build11-chat-article-growth,needs_review
ani,,two,number,number,chat,,build11-chat-article-growth,needs_review
ahum,,three,number,number,chat,,build11-chat-article-growth,needs_review
mari,,four,number,number,chat,,build11-chat-article-growth,needs_review
manga,,five,number,number,chat,,build11-chat-article-growth,needs_review
taruk,,six,number,number,chat,,build11-chat-article-growth,needs_review
taret,,seven,number,number,chat,,build11-chat-article-growth,needs_review
nipan,,eight,number,number,chat,,build11-chat-article-growth,needs_review
mapan,,nine,number,number,chat,,build11-chat-article-growth,needs_review
tara,,ten,number,number,chat,,build11-chat-article-growth,needs_review
tara-ama,,eleven,number,number,chat,,build11-chat-article-growth,needs_review
tara-ani,,twelve,number,number,chat,,build11-chat-article-growth,needs_review
tara-ahum,,thirteen,number,number,chat,,build11-chat-article-growth,needs_review
tara-mari,,fourteen,number,number,chat,,build11-chat-article-growth,needs_review
tara-manga,,fifteen,number,number,chat,,build11-chat-article-growth,needs_review
tara-taruk,,sixteen,number,number,chat,,build11-chat-article-growth,needs_review
tara-taret,,seventeen,number,number,chat,,build11-chat-article-growth,needs_review
tara-nipan,,eighteen,number,number,chat,,build11-chat-article-growth,needs_review
tara-mapan,,nineteen,number,number,chat,,build11-chat-article-growth,needs_review
kun,,twenty,number,number,chat,,build11-chat-article-growth,needs_review
kun-ama,,twenty one,number,number,chat,,build11-chat-article-growth,needs_review
kun-ani,,twenty two,number,number,chat,,build11-chat-article-growth,needs_review
kun-tara,,thirty candidate,number,number,chat,,build11-chat-article-growth,needs_review
chama,,hundred candidate,number,number,chat,,build11-chat-article-growth,needs_review
lising,,thousand candidate,number,number,chat,,build11-chat-article-growth,needs_review
imphal,,Imphal place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
thoubal,,Thoubal place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
bishnupur,,Bishnupur place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
churachandpur,,Churachandpur place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
kakching,,Kakching place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
ukhrul,,Ukhrul place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
senapati,,Senapati place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
tamenglong,,Tamenglong place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
jiribam,,Jiribam place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
kangpokpi,,Kangpokpi place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
tengnoupal,,Tengnoupal place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
chandel,,Chandel place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
pherzawl,,Pherzawl place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
noney,,Noney place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
kamjong,,Kamjong place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
moreh,,Moreh place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
lamka,,Lamka place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
moirang,,Moirang place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
kangla,,Kangla place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
porompat,,Porompat place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
singjamei,,Singjamei place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
keishampat,,Keishampat place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
paona,,Paona place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
bazar,,Bazar place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
thangal,,Thangal place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
khwairamband,,Khwairamband place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
loktak,,Loktak place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
sendra,,Sendra place name,proper-noun,place-name,chat,,build11-chat-article-growth,needs_review
khurumjari,,greetings / respectful hello,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
khoramchari,,hello / welcome variant,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
huranba,,thank you candidate,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
thagatchari,,thank you / gratitude,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
kamdouri,,how are you,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
fare,,I am fine / good,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
yamna nungai,,very happy / very nice,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
kari kouwe,,what is your name,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
eingondagi,,from me,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
laklibra,,are you coming,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
chatlibra,,are you going,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
leiribra,,are you there / living,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
chak charabra,,have you eaten,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
ising thakro,,drink water,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
houjik kari toure,,what are you doing now,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
eina lakle,,I have come,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
eina chatle,,I have gone,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
nang kadaida leiri,,where are you,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
pung kayada lakpa,,what time to come,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
ngasi kari plan,,what plan today,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
hayeng meeting leire,,meeting tomorrow,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
message pibiyu,,please send message,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
call toubiyu,,please call,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
photo thabiyu,,please send photo,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
help toubiyu,,please help,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
sorry touri,,I am sorry,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
aduga kari,,and then what,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
adubu matam leite,,but there is no time,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
eibu khangdana,,do not know me / without knowing me,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
eigi ming,,my name,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
nanggi ming kari,,what is your name,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
mayek ama,,one script / letter,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
roman manipuri,,Roman Manipuri,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
mayekama standard,,MayekAma standard,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
standard spelling,,standard spelling,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
temporary word,,temporary word,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
approved word,,approved word,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
review touba,,to review,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
database yengba,,check database,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
dictionary yengba,,check dictionary,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
word submit touba,,submit word,phrase,chat-phrase,chat,,build11-chat-article-growth,needs_review
temporary,,temporary,governance-term,governance,formal,,build11-chat-article-growth,needs_review
approved,,approved,governance-term,governance,formal,,build11-chat-article-growth,needs_review
rejected,,rejected,governance-term,governance,formal,,build11-chat-article-growth,needs_review
pending,,pending,governance-term,governance,formal,,build11-chat-article-growth,needs_review
submitted,,submitted,governance-term,governance,formal,,build11-chat-article-growth,needs_review
comment,,comment,governance-term,governance,formal,,build11-chat-article-growth,needs_review
thumbs-up,,thumbs up,governance-term,governance,formal,,build11-chat-article-growth,needs_review
vote,,vote,governance-term,governance,formal,,build11-chat-article-growth,needs_review
review,,review,governance-term,governance,formal,,build11-chat-article-growth,needs_review
merge,,merge,governance-term,governance,formal,,build11-chat-article-growth,needs_review
duplicate,,duplicate,governance-term,governance,formal,,build11-chat-article-growth,needs_review
alias,,alias,governance-term,governance,formal,,build11-chat-article-growth,needs_review
canonical,,canonical standard spelling,governance-term,governance,formal,,build11-chat-article-growth,needs_review
official,,official,governance-term,governance,formal,,build11-chat-article-growth,needs_review
unofficial,,unofficial,governance-term,governance,formal,,build11-chat-article-growth,needs_review
public,,public,governance-term,governance,formal,,build11-chat-article-growth,needs_review
private,,private,governance-term,governance,formal,,build11-chat-article-growth,needs_review
source,,source,governance-term,governance,formal,,build11-chat-article-growth,needs_review
license,,license,governance-term,governance,formal,,build11-chat-article-growth,needs_review
open-source,,open source,governance-term,governance,formal,,build11-chat-article-growth,needs_review
permission,,permission,governance-term,governance,formal,,build11-chat-article-growth,needs_review
import,,import,governance-term,governance,formal,,build11-chat-article-growth,needs_review
export,,export,governance-term,governance,formal,,build11-chat-article-growth,needs_review
release,,release,governance-term,governance,formal,,build11-chat-article-growth,needs_review
version,,version,governance-term,governance,formal,,build11-chat-article-growth,needs_review
language-pack,,language pack,governance-term,governance,formal,,build11-chat-article-growth,needs_review
yes,,common mixed English loan/typing word: yes,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
no,,common mixed English loan/typing word: no,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
ok,,common mixed English loan/typing word: ok,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
okay,,common mixed English loan/typing word: okay,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
please,,common mixed English loan/typing word: please,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
thanks,,common mixed English loan/typing word: thanks,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
thank-you,,common mixed English loan/typing word: thank-you,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
sorry,,common mixed English loan/typing word: sorry,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
welcome,,common mixed English loan/typing word: welcome,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
hello,,common mixed English loan/typing word: hello,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
hi,,common mixed English loan/typing word: hi,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
bye,,common mixed English loan/typing word: bye,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
good,,common mixed English loan/typing word: good,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
bad,,common mixed English loan/typing word: bad,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
nice,,common mixed English loan/typing word: nice,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
urgent,,common mixed English loan/typing word: urgent,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
today,,common mixed English loan/typing word: today,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
tomorrow,,common mixed English loan/typing word: tomorrow,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
yesterday,,common mixed English loan/typing word: yesterday,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
morning,,common mixed English loan/typing word: morning,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
evening,,common mixed English loan/typing word: evening,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
night,,common mixed English loan/typing word: night,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
time,,common mixed English loan/typing word: time,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
work,,common mixed English loan/typing word: work,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
home,,common mixed English loan/typing word: home,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
exam,,common mixed English loan/typing word: exam,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
result,,common mixed English loan/typing word: result,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
class,,common mixed English loan/typing word: class,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
teacher,,common mixed English loan/typing word: teacher,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
book,,common mixed English loan/typing word: book,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
article,,common mixed English loan/typing word: article,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
story,,common mixed English loan/typing word: story,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
poem,,common mixed English loan/typing word: poem,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
meeting,,common mixed English loan/typing word: meeting,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
family,,common mixed English loan/typing word: family,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
friend,,common mixed English loan/typing word: friend,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
market,,common mixed English loan/typing word: market,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
shop,,common mixed English loan/typing word: shop,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
bus,,common mixed English loan/typing word: bus,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
car,,common mixed English loan/typing word: car,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
bike,,common mixed English loan/typing word: bike,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
taxi,,common mixed English loan/typing word: taxi,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
medicine,,common mixed English loan/typing word: medicine,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
laptop,,common mixed English loan/typing word: laptop,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
online,,common mixed English loan/typing word: online,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
offline,,common mixed English loan/typing word: offline,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
facebook,,common mixed English loan/typing word: facebook,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
whatsapp,,common mixed English loan/typing word: whatsapp,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
instagram,,common mixed English loan/typing word: instagram,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
youtube,,common mixed English loan/typing word: youtube,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
google,,common mixed English loan/typing word: google,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
email,,common mixed English loan/typing word: email,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
link,,common mixed English loan/typing word: link,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
copy,,common mixed English loan/typing word: copy,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
paste,,common mixed English loan/typing word: paste,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
search,,common mixed English loan/typing word: search,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
send,,common mixed English loan/typing word: send,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
receive,,common mixed English loan/typing word: receive,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
upload,,common mixed English loan/typing word: upload,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
open,,common mixed English loan/typing word: open,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
close,,common mixed English loan/typing word: close,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
save,,common mixed English loan/typing word: save,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
delete,,common mixed English loan/typing word: delete,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
setting,,common mixed English loan/typing word: setting,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
app,,common mixed English loan/typing word: app,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
api,,common mixed English loan/typing word: api,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
login,,common mixed English loan/typing word: login,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
logout,,common mixed English loan/typing word: logout,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
signup,,common mixed English loan/typing word: signup,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
subscribe,,common mixed English loan/typing word: subscribe,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
share,,common mixed English loan/typing word: share,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
like,,common mixed English loan/typing word: like,loanword,mixed-english,chat,,build11-chat-article-growth,needs_review
chatba,,chat+ba verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
chati,,chat+i present form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
chatle,,chat+le completed form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
chatro,,chat+ro request/imperative; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
chatgani,,chat+gani future form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
chatliba,,chat+liba progressive form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
chatdre,,chat+dre negative form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
lakba,,lak+ba verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
laki,,lak+i present form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
lakle,,lak+le completed form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
lakro,,lak+ro request/imperative; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
lakgani,,lak+gani future form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
lakliba,,lak+liba progressive form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
lakdre,,lak+dre negative form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
toupa,,tou+pa nominal/verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
toule,,tou+le completed form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
paipa,,pai+pa nominal/verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
paiba,,pai+ba verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
paii,,pai+i present form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
paile,,pai+le completed form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
pairo,,pai+ro request/imperative; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
paigani,,pai+gani future form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
pailiba,,pai+liba progressive form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
paidre,,pai+dre negative form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
eipa,,ei+pa nominal/verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
eile,,ei+le completed form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
tangpa,,tang+pa nominal/verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
tangba,,tang+ba verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
tangi,,tang+i present form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
tangle,,tang+le completed form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
tangro,,tang+ro request/imperative; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
tanggani,,tang+gani future form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
tangliba,,tang+liba progressive form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
tangdre,,tang+dre negative form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
phangpa,,phang+pa nominal/verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
phangle,,phang+le completed form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
paopa,,pao+pa nominal/verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
paoba,,pao+ba verb candidate; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
paoi,,pao+i present form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
paole,,pao+le completed form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
paoro,,pao+ro request/imperative; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
paogani,,pao+gani future form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
paoliba,,pao+liba progressive form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
paodre,,pao+dre negative form; candidate form needing review,derived-form,generated-candidate,chat,,build11-chat-article-growth,needs_review
